Race,Race_Grade,Restrict,Mare Limited,Dirt,Course,Distance,Frame,Win,Quinella,Show,Age,Mare,Stallion,P_rank,P_popular,P_restrict,P_marelimit,Jockey_change,Change_from_P_Grass,Change_from_P_Dirt,Change_from_P_Hurdle,P_class_Class,Weight_P_Weight,Distance_P_distance,Week_distance,P_overseas
Takaraduka Kinen 2022,1,,,,Hanshin,2200,five,,1,1,6,,1,4,5,,,1,,,,0,1,2,11,
Takaraduka Kinen 2022,1,,,,Hanshin,2200,six,,,,5,,1,1,2,,,,,,,,1,4,12,1
Takaraduka Kinen 2022,1,,,,Hanshin,2200,six,,,,5,1,,16,9,,,,,,,0,1,2,11,
Takaraduka Kinen 2022,1,,,,Hanshin,2200,seven,,,,4,,1,3,7,,,,,,,0,1,2,11,
Takaraduka Kinen 2022,1,,,,Hanshin,2200,seven,,,,6,,1,11,6,,,,,,,0,1,2,11,
Takaraduka Kinen 2022,1,,,,Hanshin,2200,seven,,,,5,,1,2,1,,,,,,,0,0,-10,7,
Takaraduka Kinen 2022,1,,,,Hanshin,2200,eight,,,,4,,1,2,1,,,1,,1,,2,2,4,9,
Takaraduka Kinen 2022,1,,,,Hanshin,2200,eight,,,,7,,1,4,7,,,,,,,2,2,2,2,
Takaraduka Kinen 2022,1,,,,Hanshin,2200,eight,,,,5,,1,1,8,,,,,,,0,1,2,11,
Keisei Hai Autumn Handicap 2022,3,,,,Nakayama,1600,one,,,,5,,1,1,6,,,,,,,0,2,-2,6,
Keisei Hai Autumn Handicap 2022,3,,,,Nakayama,1600,two,,,,3,1,,4,1,,,,,,,2,0,4,7,
Keisei Hai Autumn Handicap 2022,3,,,,Nakayama,1600,three,,,,6,,1,5,6,,,1,,,,2,0,-2,15,
Keisei Hai Autumn Handicap 2022,3,,,,Nakayama,1600,three,,,,4,1,,7,4,,,1,,,,0,0,-2,6,
Keisei Hai Autumn Handicap 2022,3,,,,Nakayama,1600,four,,,,6,,1,11,5,,,1,,,,0,0,-4,3,
Keisei Hai Autumn Handicap 2022,3,,,,Nakayama,1600,four,,,,5,1,,4,2,,,,,,,0,0,-2,6,
Keisei Hai Autumn Handicap 2022,3,,,,Nakayama,1600,five,,,,4,,1,11,6,,,,,,,1,-1,2,1,
Keisei Hai Autumn Handicap 2022,3,,,,Nakayama,1600,five,,,,5,,1,3,2,,,1,,,,0,0.5,-2,12,
Keisei Hai Autumn Handicap 2022,3,,,,Nakayama,1600,six,,,,5,,,12,13,,,1,,,,1,-2,0,25,
Keisei Hai Autumn Handicap 2022,3,,,,Nakayama,1600,seven,1,1,1,5,,1,3,1,,,1,,,,0,0,-2,6,
Keisei Hai Autumn Handicap 2022,3,,,,Nakayama,1600,seven,,1,1,6,,1,12,15,,,1,,,,1,-2,2,1,
Keisei Hai Autumn Handicap 2022,3,,,,Nakayama,1600,eight,,,1,5,1,,16,15,,1,,,,,-2,-1,0,16,
Keisei Hai Autumn Handicap 2022,3,,,,Nakayama,1600,eight,,,,9,,1,8,16,,,,,,,0,0,-2,6,
Shion Stakes 2022,3,3,1,,,2000,,1,1,1,3,1,,2,10,1,1,1,,,,-2,-1,-4,15,
Shion Stakes 2022,3,3,1,,,2000,,,1,1,3,1,,4,8,1,1,1,,,,-1,-1,4,15,
Shion Stakes 2022,3,3,1,,,2000,,,,1,3,1,,11,12,1,1,1,,,,-2,-1,-4,15,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,12,1,1,1,,,,,-2,-1,-4,15,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,1,1,1,1,1,,,,4,,4,10,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,8,14,1,1,,,,,-2,-1,-4,15,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,14,16,1,1,1,,,,-2,-1,-4,15,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,6,7,,1,,,,,3,2,2,2,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,2,1,,1,1,,,,3,2,2,9,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,11,13,1,1,1,,,,-1,,,19,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,1,3,,,,,,,3,2,2,6,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,1,3,,,,,,,3,2,2,11,
Kokura Nisai Stakes 2022,3,2,,,Kokura,1200,one,1,1,1,2,,1,1,3,1,,,,,,4,,,8,
Kokura Nisai Stakes 2022,3,2,,,Kokura,1200,two,,,,2,1,,1,1,1,1,1,,,,4,,,5,
Kokura Nisai Stakes 2022,3,2,,,Kokura,1200,three,,,,2,1,,3,4,1,,1,,,,4,1,,0,
Kokura Nisai Stakes 2022,3,2,,,Kokura,1200,four,,,,2,1,,1,1,1,,,,,,4,,,2,
Kokura Nisai Stakes 2022,3,2,,,Kokura,1200,four,,,,2,,1,2,3,1,,,,,,0,,,6,
Kokura Nisai Stakes 2022,3,2,,,Kokura,1200,five,,,,2,,1,1,5,1,,1,,,,4,,,1,
Kokura Nisai Stakes 2022,3,2,,,Kokura,1200,five,,,,2,1,,1,3,1,,,,,,2,,,2,
Kokura Nisai Stakes 2022,3,2,,,Kokura,1200,six,,,,2,1,,1,3,1,,,,,,5,1,,5,
Kokura Nisai Stakes 2022,3,2,,,Kokura,1200,six,,,,2,,1,1,1,1,,,,,,4,,,11,
Kokura Nisai Stakes 2022,3,2,,,Kokura,1200,seven,,,,2,1,,1,2,1,,1,,1,,5,,2,6,
Kokura Nisai Stakes 2022,3,2,,,Kokura,1200,seven,,1,1,2,1,,1,1,1,,1,,,,4,,,0,
Kokura Nisai Stakes 2022,3,2,,,Kokura,1200,eight,,,,2,,1,4,2,1,,,,,,2,,,2,
Kokura Nisai Stakes 2022,3,2,,,Kokura,1200,eight,,,1,2,1,,1,10,1,1,1,,,,,,,1,
Rose Stakes 2022,2,3,1,,Chukyo,2000,one,,,,3,1,,2,1,,,,,,,4,2,,5,
Rose Stakes 2022,2,3,1,,Chukyo,2000,two,,,,3,1,,1,7,,1,1,,,,4,2,2,13,
Rose Stakes 2022,2,3,1,,Chukyo,2000,three,,,,3,1,,1,2,1,,1,,,,5,,2,6,
Rose Stakes 2022,2,3,1,,Chukyo,2000,three,,,,3,1,,16,11,1,1,,,,,-1,-1,-4,16,
Rose Stakes 2022,2,3,1,,Chukyo,2000,four,,,,3,1,,1,1,,1,,,,,4,2,,8,
Rose Stakes 2022,2,3,1,,Chukyo,2000,four,,1,1,3,1,,1,1,,1,1,,,,4,2,,14,
Rose Stakes 2022,2,3,1,,Chukyo,2000,five,,,,3,1,,1,1,,,,,,,4,3,2,13,
Rose Stakes 2022,2,3,1,,Chukyo,2000,five,1,1,1,3,1,,7,2,1,1,,,,,-1,-1,-4,16,
Rose Stakes 2022,2,3,1,,Chukyo,2000,six,,,1,3,1,,1,1,,1,1,,,,4,2,,4,
Rose Stakes 2022,2,3,1,,Chukyo,2000,six,,,,3,1,,2,1,,1,1,,,,4,2,,3,
Rose Stakes 2022,2,3,1,,Chukyo,2000,seven,,,,3,1,,2,2,,,,,,,4,2,2,12,
Rose Stakes 2022,2,3,1,,Chukyo,2000,seven,,,,3,1,,1,2,,1,,,,,4,2,,3,
Rose Stakes 2022,2,3,1,,Chukyo,2000,eight,,,,3,1,,9,5,,1,,,,,4,2,,4,
Rose Stakes 2022,2,3,1,,Chukyo,2000,eight,,,,3,1,,1,2,,1,1,,,,4,2,2,3,
Niigata Kinen 2022,3,,,,Niigata,2000,one,,,,4,,1,1,3,,,1,,,,2,,2,4,
Niigata Kinen 2022,3,,,,Niigata,2000,one,,,,8,,1,12,10,,,,,,,2,-1,2,4,
Niigata Kinen 2022,3,,,,Niigata,2000,two,,,,4,,1,15,10,,,1,,,,,,,7,
Niigata Kinen 2022,3,,,,Niigata,2000,two,,,,7,,1,5,3,,,,,,,,,,6,
Niigata Kinen 2022,3,,,,Niigata,2000,three,,,,5,,1,2,1,,,,,,,,,,7,
Niigata Kinen 2022,3,,,,Niigata,2000,three,1,1,1,6,,1,16,14,,,,,,,-2,-0.5,4,12,
Niigata Kinen 2022,3,,,,Niigata,2000,four,,,,8,,,1,8,,,1,,,,3,-1,2,7,
Niigata Kinen 2022,3,,,,Niigata,2000,four,,,,5,,1,4,10,,,,,,,-1,,-5,13,
Niigata Kinen 2022,3,,,,Niigata,2000,four,,,,5,,1,1,6,,,,,,,,3,,7,
Niigata Kinen 2022,3,,,,Niigata,2000,four,,,,5,,1,16,2,,,1,,,,,,,41,
Niigata Kinen 2022,3,,,,Niigata,2000,six,,,,5,,1,9,8,,,1,,,,,,,2,
Niigata Kinen 2022,3,,,,Niigata,2000,six,,,,5,,,1,12,,,1,,,,3,-4,2,4,
Niigata Kinen 2022,3,,,,Niigata,2000,seven,,,,4,1,,7,9,,,1,,1,,3,-6,2,3,
Niigata Kinen 2022,3,,,,Niigata,2000,seven,,,,5,1,,13,16,,1,1,,,,-2,-5,-2,41,
Niigata Kinen 2022,3,,,,Niigata,2000,seven,,,,6,,1,3,4,,,,,,,,,,6,
Niigata Kinen 2022,3,,,,Niigata,2000,eight,,,,4,,1,6,1,,,1,,,,,-1,,12,
Niigata Kinen 2022,3,,,,Niigata,2000,eight,,1,1,7,,1,13,13,,,1,,,,-2,-1,-12,17,
Niigata Kinen 2022,3,,,,Niigata,2000,eight,,,1,3,,1,1,3,,,,,,,,-2,2,8,
Sapporo Nisai Stakes 2022,3,2,,,,1800,one,,,1,2,,1,1,1,1,,,,,,3,,2,12,
Sapporo Nisai Stakes 2022,3,2,,,,1800,two,,,,2,1,,3,2,1,,,,,,2,,,2,
Sapporo Nisai Stakes 2022,3,2,,,,1800,three,,,,2,,1,1,2,1,,,,,,3,,,9,
Sapporo Nisai Stakes 2022,3,2,,,,1800,three,,,,2,1,,1,4,1,1,1,,,,3,2,3,2,
Sapporo Nisai Stakes 2022,3,2,,,,1800,four,,,,2,,1,1,4,1,,1,,,,3,,,5,
Sapporo Nisai Stakes 2022,3,2,,,,1800,four,,,,2,,1,1,1,1,,1,,,,3,,,7,
Sapporo Nisai Stakes 2022,3,2,,,,1800,five,,,,2,,1,1,4,1,,,,,,4,,,2,
Sapporo Nisai Stakes 2022,3,2,,,,1800,five,,,,2,,1,4,4,1,,,,,,2,,,2,
Sapporo Nisai Stakes 2022,3,2,,,,1800,six,,,,2,1,,1,3,1,,1,,,,3,,,6,
Sapporo Nisai Stakes 2022,3,2,,,,1800,six,,,,2,,1,1,2,1,,1,,,,3,,,2,
Sapporo Nisai Stakes 2022,3,2,,,,1800,seven,,,,2,,1,1,3,1,,,,,,4,,,1,
Sapporo Nisai Stakes 2022,3,2,,,,1800,seven,1,1,1,2,1,,1,3,1,,,,,,4,,,3,
Sapporo Nisai Stakes 2022,3,2,,,,1800,eight,,1,1,2,1,,2,3,1,,,,,,2,,,2,
Sapporo Nisai Stakes 2022,3,2,,,,1800,eight,,,,2,,1,3,7,1,,1,,,,2,,3,1,
Keeneland Cup 2022,3,,,,Sapporo,1200,one,,,1,4,,,1,3,,,,,,,2,,,8,
Keeneland Cup 2022,3,,,,Sapporo,1200,one,,,,7,1,,1,7,,,,,,,,1,2,3,
Keeneland Cup 2022,3,,,,Sapporo,1200,two,,,,7,,1,13,13,,,1,,,,,3,-8,5,
Keeneland Cup 2022,3,,,,Sapporo,1200,three,,1,1,3,,1,1,1,,,,,,,,-3,,12,
Keeneland Cup 2022,3,,,,Sapporo,1200,three,,,,4,1,,10,4,,,,,,,,,,10,
Keeneland Cup 2022,3,,,,Sapporo,1200,four,,,,4,1,,8,6,,,1,,,,,,2,3,
Keeneland Cup 2022,3,,,,Sapporo,1200,four,1,1,1,5,,1,9,1,,,1,,,,,,2,3,
Keeneland Cup 2022,3,,,,Sapporo,1200,five,,,,5,,1,2,1,,,,,,,2,-1,,8,
Keeneland Cup 2022,3,,,,Sapporo,1200,five,,,,4,,1,1,4,,,1,,,,2,1,,1,
Keeneland Cup 2022,3,,,,Sapporo,1200,six,,,,5,1,,1,3,,,,,,,2,,,5,
Keeneland Cup 2022,3,,,,Sapporo,1200,six,,,,4,,1,6,1,,,1,,,,2,1,,1,
Keeneland Cup 2022,3,,,,Sapporo,1200,seven,,,,5,1,,12,5,,1,,,,,,-1,-6,3,
Keeneland Cup 2022,3,,,,Sapporo,1200,seven,,,,6,1,,8,15,,,1,,,,-2,,,21,
Keeneland Cup 2022,3,,,,Sapporo,1200,eight,,,,4,1,,4,8,,,,,,,,1,,10,
Keeneland Cup 2022,3,,,,Sapporo,1200,eight,,,,3,,1,8,11,,,1,,,,-2,-4,-4,15,
Niigata Nisai Stakes 2022,3,2,,,Niigata,1600,one,,,,2,1,,1,1,1,1,,,,,3,,4,7,
Niigata Nisai Stakes 2022,3,2,,,Niigata,1600,two,,,,2,,1,1,1,1,,1,,,,4,,2,9,
Niigata Nisai Stakes 2022,3,2,,,Niigata,1600,three,,,,2,,1,1,3,1,,,,,,4,,-2,7,
Niigata Nisai Stakes 2022,3,2,,,Niigata,1600,four,,,,2,,1,1,1,1,,1,,1,,3,-1,2,5,1
Niigata Nisai Stakes 2022,3,2,,,Niigata,1600,five,,,,2,,1,1,1,1,,1,,1,,3,,4.5,7,
Niigata Nisai Stakes 2022,3,2,,,Niigata,1600,six,,,,2,,1,1,6,1,,,,,,3,3,4,6,
Niigata Nisai Stakes 2022,3,2,,,Niigata,1600,six,1,1,1,2,1,,1,3,1,1,1,,,,4,,,,
Niigata Nisai Stakes 2022,3,2,,,Niigata,1600,seven,,,1,2,,1,1,5,1,,,,,,3,,-2,7,
Niigata Nisai Stakes 2022,3,2,,,Niigata,1600,seven,,1,1,2,,1,1,2,1,,,,,,4,,-2,,
Niigata Nisai Stakes 2022,3,2,,,Niigata,1600,eight,,,,2,,1,1,1,1,,1,,,,4,,-2,4,
Niigata Nisai Stakes 2022,3,2,,,Niigata,1600,eight,,,,2,1,,7,10,1,,1,,,,2,,2,2,
St. Lite Kinen 2022,2,3,,,Nakayama,2200,one,,,1,3,,1,1,1,1,,,,,,4,,2,21,
St. Lite Kinen 2022,2,3,,,Nakayama,2200,two,,,,3,,1,1,3,,,1,,,,4,2,-4,10,
St. Lite Kinen 2022,2,3,,,Nakayama,2200,three,,,,3,,1,1,1,,,,,,,4,2,4,3,
St. Lite Kinen 2022,2,3,,,Nakayama,2200,four,,,,3,,1,1,2,,,,,,,4,2,2,5,
St. Lite Kinen 2022,2,3,,,Nakayama,2200,four,,,,3,,1,11,16,1,,,,,,-1,-1,-2,15,
St. Lite Kinen 2022,2,3,,,Nakayama,2200,five,,,,3,,1,8,6,1,,,,,,-1,-1,-2,15,
St. Lite Kinen 2022,2,3,,,Nakayama,2200,five,,1,1,3,,1,3,7,1,,,,,,-1,-1,-2,15,
St. Lite Kinen 2022,2,3,,,Nakayama,2200,six,,,,3,,1,2,8,,,1,,,,1,3,4,10,
St. Lite Kinen 2022,2,3,,,Nakayama,2200,six,1,1,1,3,,1,1,1,,,,,,,4,2,2,10,
St. Lite Kinen 2022,2,3,,,Nakayama,2200,seven,,,,3,,1,12,4,,,1,,,,1,,4,10,
St. Lite Kinen 2022,2,3,,,Nakayama,2200,seven,,,,3,,1,1,1,,,,,,,4,3,-2,12,
St. Lite Kinen 2022,2,3,,,Nakayama,2200,eight,,,,3,,1,2,2,,,1,,,,4,2,2,13,
St. Lite Kinen 2022,2,3,,,Nakayama,2200,eight,,,,3,,1,6,1,,,,,,,1,1,4,10,
Sapporo Kinen 2022,2,,,,Sapporo,2000,one,,,,9,,1,14,13,,,1,,,,-1,,,19,
Sapporo Kinen 2022,2,,,,Sapporo,2000,one,,,,7,,1,10,11,,,,,,,1,3,,4,
Sapporo Kinen 2022,2,,,,Sapporo,2000,two,,1,1,5,,1,8,6,,,,,,,-1,-1,-2,7,
Sapporo Kinen 2022,2,,,,Sapporo,2000,two,1,1,1,4,,1,5,2,,,,,,,-1,,,19,
Sapporo Kinen 2022,2,,,,Sapporo,2000,three,,,,8,,1,11,10,,,,,,,1,1,,4,
Sapporo Kinen 2022,2,,,,Sapporo,2000,three,,,,7,,1,8,5,,,1,,,,-1,,-4.1,20,1
Sapporo Kinen 2022,2,,,,Sapporo,2000,four,,,,6,,1,1,7,,,1,,,,1,,,4,
Sapporo Kinen 2022,2,,,,Sapporo,2000,four,,,,5,1,,8,11,,1,1,,,,1,,2,2,
Sapporo Kinen 2022,2,,,,Sapporo,2000,five,,,1,5,1,,7,9,,,,,,,-1,-1,-2,7,
Sapporo Kinen 2022,2,,,,Sapporo,2000,five,,,,4,1,,1,4,,1,,,,,-1,,4,13,
Sapporo Kinen 2022,2,,,,Sapporo,2000,six,,,,6,,1,16,8,,,1,,1,,1,1,3,5,
Sapporo Kinen 2022,2,,,,Sapporo,2000,six,,,,5,,1,6,2,,,,,,,1,1,,4,
Sapporo Kinen 2022,2,,,,Sapporo,2000,seven,,,,7,,1,1,7,,,,,,,1,-0.5,,14,
Sapporo Kinen 2022,2,,,,Sapporo,2000,seven,,,,4,1,,5,7,,,1,,,,,0.5,-4.1,20,1
Sapporo Kinen 2022,2,,,,Sapporo,2000,eight,,,,6,,1,15,12,,,1,,,,,,4,16,
Sapporo Kinen 2022,2,,,,Sapporo,2000,eight,,,,5,,1,3,2,,,1,,,,1,0.5,,5,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,one,1,1,1,5,1,,13,11,,,1,,,,2,3,,4,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,one,,,,3,1,,3,1,,,1,,,,,,,6,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,two,,1,1,5,,1,2,3,,,,,,,,,,6,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,two,,,,3,1,,1,2,,,1,,,,,3,,6,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,three,,,,5,1,,4,16,,,1,,,,,,2,2,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,three,,,,6,,1,14,14,,,1,,,,1,-1,-2,11,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,four,,,,5,1,,2,2,,,,,,,,-1,2,2,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,four,,,,5,1,,10,12,,,1,,,,-1,,-2,13,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,five,,,,4,,1,11,3,,,1,,,1,3,5,-16.9,11,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,five,,,,4,,1,17,10,,,1,,,,,,,6,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,six,,,,5,,1,3,6,,,1,,,,2,-2,,4,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,six,,,,5,,1,5,13,,,1,,,,,,,6,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,seven,,,,6,,1,12,4,,,,,,,,,,6,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,seven,,,,5,,1,1,1,,,1,,,,3,-1,,3,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,seven,,,,7,,1,16,9,,,1,,1,,2,-2,-2,11,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,eight,,,1,3,1,,1,1,,,,,,,,3,,9,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,eight,,,,7,,1,11,13,,,,,,,-2,1,,20,
Kitakyushu Kinen 2022,3,,,,Kokura,1200,eight,,,,5,,1,5,12,,,,,,,,-1,,9,
Kokura Kinen 2022,3,,,,Kokura,2000,one,,,,6,,1,11,12,,,1,,,,,,2,2,
Kokura Kinen 2022,3,,,,Kokura,2000,one,1,1,1,4,1,,2,4,,1,1,,,,,-1,,7,
Kokura Kinen 2022,3,,,,Kokura,2000,two,,,,5,1,,2,2,,,1,,,,3,-4,,3,
Kokura Kinen 2022,3,,,,Kokura,2000,two,,,1,4,1,,2,4,,,,,,,,,,9,
Kokura Kinen 2022,3,,,,Kokura,2000,three,,,,7,,1,14,9,,,,,,,,,2,2,
Kokura Kinen 2022,3,,,,Kokura,2000,three,,,,6,,1,17,9,,,1,,,,-2,-2,-12,14,
Kokura Kinen 2022,3,,,,Kokura,2000,four,,,,3,,1,18,12,1,,1,,,,-2,-4,-4,10,
Kokura Kinen 2022,3,,,,Kokura,2000,five,,,,6,,1,1,3,,,1,,,,1,,,12,
Kokura Kinen 2022,3,,,,Kokura,2000,five,,,,8,,1,6,8,,,,,,,,,2,2,
Kokura Kinen 2022,3,,,,Kokura,2000,six,,,,6,,1,11,9,,,1,,,,,,,4,
Kokura Kinen 2022,3,,,,Kokura,2000,six,,1,1,6,,,7,11,,,1,,,,,,,34,
Kokura Kinen 2022,3,,,,Kokura,2000,seven,,,,5,,1,12,13,,,,,,,,,2,2,
Kokura Kinen 2022,3,,,,Kokura,2000,seven,,,,6,,1,2,10,,,,,,,,,2,2,
Kokura Kinen 2022,3,,,,Kokura,2000,eight,,,,7,,,9,15,,,,,,,,,2,2,
Kokura Kinen 2022,3,,,,Kokura,2000,eight,,,,6,,,5,3,,,1,,,,,,,4,
Sekiya Kinen 2022,3,,,,Niigata,1600,one,,,,4,,1,8,1,,,1,,,,-2,-2,,9,
Sekiya Kinen 2022,3,,,,Niigata,1600,two,,,,5,,1,5,4,,,1,,,,1,-1,,7,
Sekiya Kinen 2022,3,,,,Niigata,1600,three,,,,4,,1,1,3,,,,,,,3,,,37,
Sekiya Kinen 2022,3,,,,Niigata,1600,three,,,,6,,1,6,3,,,1,,,,,,-2,8,
Sekiya Kinen 2022,3,,,,Niigata,1600,four,,,,5,1,,4,13,,1,1,,,,,-1.5,-4,7,
Sekiya Kinen 2022,3,,,,Niigata,1600,four,,1,1,6,,1,9,7,,,1,,,,2,,-2,11,
Sekiya Kinen 2022,3,,,,Niigata,1600,five,,,,5,1,,2,2,,,,,,,-1,,2,12,
Sekiya Kinen 2022,3,,,,Niigata,1600,five,,,1,4,,1,6,7,,,,,,,-2,-1,,9,
Sekiya Kinen 2022,3,,,,Niigata,1600,six,,,,5,,1,1,9,,,,,,,3,-1,,8,
Sekiya Kinen 2022,3,,,,Niigata,1600,six,,,,4,,1,4,8,,,,,,,-1,,2,12,
Sekiya Kinen 2022,3,,,,Niigata,1600,seven,,,,4,1,,11,13,,1,,,,,-2,-1,,12,
Sekiya Kinen 2022,3,,,,Niigata,1600,seven,1,1,1,5,,1,1,1,,,,,,,1,,,7,
Sekiya Kinen 2022,3,,,,Niigata,1600,eight,,,,5,,1,14,15,,,1,,,,,2,-4,3,
Sekiya Kinen 2022,3,,,,Niigata,1600,eight,,,,6,,1,2,2,,,1,,,,,,,83,
Elm Stakes 2022,3,,,1,Sapporo,1700,one,,,,4,,1,3,3,,,1,,,,2,1,,3,
Elm Stakes 2022,3,,,1,Sapporo,1700,two,,,,5,,1,1,7,,,,,,,1,-1,,5,
Elm Stakes 2022,3,,,1,Sapporo,1700,three,,,1,6,,1,4,1,,,,,,,2,-0.5,,3,
Elm Stakes 2022,3,,,1,Sapporo,1700,three,,,,4,,1,1,1,,,,,,,3,1,,1,
Elm Stakes 2022,3,,,1,Sapporo,1700,four,,,,5,,1,13,2,,,1,,,,1,,-1,33,
Elm Stakes 2022,3,,,1,Sapporo,1700,four,,1,1,4,1,,2,7,,,,,,,2,1,,3,
Elm Stakes 2022,3,,,1,Sapporo,1700,five,,,,8,,1,2,14,,,1,,,,,,,3,
Elm Stakes 2022,3,,,1,Sapporo,1700,five,,,,5,,1,13,10,,,1,,,,2,-1.5,-1,7,
Elm Stakes 2022,3,,,1,Sapporo,1700,six,1,1,1,5,,1,1,6,,,1,,,,2,1,,3,
Elm Stakes 2022,3,,,1,Sapporo,1700,six,,,,4,,1,8,4,,,1,,,,2,1,,3,
Elm Stakes 2022,3,,,1,Sapporo,1700,seven,,,,7,,1,4,13,,,,,,,,,,3,
Elm Stakes 2022,3,,,1,Sapporo,1700,seven,,,,7,,1,7,8,,,,,,,-2,-1,-3,5,
Elm Stakes 2022,3,,,1,Sapporo,1700,eight,,,,9,,1,11,10,,,,,,,2,-1,,3,
Elm Stakes 2022,3,,,1,Sapporo,1700,eight,,,,6,,1,6,8,,,1,,,,2,,,3,
Leopard Stakes 2022,3,3,,1,Niigata,1800,one,,,,3,,1,1,1,,,,,,,3,2,,8,
Leopard Stakes 2022,3,3,,1,Niigata,1800,two,,1,1,3,,1,1,1,,,,,,,3,2,,8,
Leopard Stakes 2022,3,3,,1,Niigata,1800,two,,,,3,,1,1,1,1,,,,,,3,,,12,
Leopard Stakes 2022,3,3,,1,Niigata,1800,three,,,,3,,1,1,1,1,,1,,,,3,,-3,11,
Leopard Stakes 2022,3,3,,1,Niigata,1800,three,,,,3,,1,1,1,,,,,,,3,2,1,4,
Leopard Stakes 2022,3,3,,1,Niigata,1800,four,,,,3,,1,7,13,,,1,,,,,,2,6,
Leopard Stakes 2022,3,3,,1,Niigata,1800,four,,,,3,,1,1,8,,,,,,,3,2,1,2,
Leopard Stakes 2022,3,3,,1,Niigata,1800,five,,,,3,,1,2,1,,,,,,,3,2,1,3,
